ts_code,start_date,pledge_price,forcast_close_line,is_reach_close_line,close_date
000488.SZ,2018-03-19,10.6961,7.487269999999999,True,2018-06-26
000488.SZ,2018-06-21,7.6876,5.38132,True,2018-10-15
000488.SZ,2017-12-21,9.6367,6.745689999999999,True,2018-08-28
000488.SZ,2018-06-29,7.6331,5.34317,True,2018-10-15
000488.SZ,2017-12-14,9.9939,6.99573,True,2018-07-05
000488.SZ,2018-06-22,7.5847,5.30929,True,2018-10-16
000488.SZ,2017-12-14,9.9939,6.99573,True,2018-07-05
000488.SZ,2017-10-27,11.0714,7.74998,True,2018-06-19
000488.SZ,2017-10-18,10.7384,7.51688,True,2018-06-26
000488.SZ,2017-09-27,10.8534,7.59738,True,2018-06-26
000488.SZ,2018-08-16,6.8481,4.79367,True,2019-08-13
000488.SZ,2017-08-04,10.0302,7.02114,True,2018-07-05
000488.SZ,2018-07-10,7.1307,4.99149,True,2019-06-06
000488.SZ,2018-06-28,7.5181,5.262669999999999,True,2018-10-16
